listing_id,price,room_type,neighbourhood,cluster
255024,220,Entire home/apt,Bushwick,3
255476,89,Private room,Williamsburg,2
255601,170,Entire home/apt,Bedford-Stuyvesant,3
255957,495,Entire home/apt,Nolita,0
256078,80,Entire home/apt,Sunnyside,2
256328,760,Entire home/apt,Chelsea,0
256369,98,Private room,Cobble Hill,3
257097,125,Entire home/apt,Bedford-Stuyvesant,0
257568,48,Private room,Cypress Hills,1
257787,64,Private room,Williamsburg,3
258284,154,Entire home/apt,Clinton Hill,3
258397,139,Entire home/apt,Park Slope,3
258686,75,Private room,St. Albans,1
258688,325,Entire home/apt,West Village,2
258690,195,Entire home/apt,Chelsea,0
258740,58,Private room,Harlem,3
258838,250,Entire home/apt,Arrochar,0
258876,50,Private room,Arrochar,2
259946,125,Entire home/apt,Arrochar,0
260451,70,Entire home/apt,Fort Greene,2
260765,189,Entire home/apt,Upper East Side,3
261194,130,Entire home/apt,Bedford-Stuyvesant,2
261259,145,Entire home/apt,West Village,2
261344,101,Private room,Financial District,0
261674,95,Private room,Chelsea,2
261781,375,Entire home/apt,West Village,2
262343,153,Entire home/apt,Lower East Side,2
262405,92,Entire home/apt,East Flatbush,2
262478,80,Private room,Lower East Side,0
262583,300,Entire home/apt,West Village,3
263005,145,Entire home/apt,Fort Greene,3
263190,88,Private room,East Village,2
263232,155,Entire home/apt,Harlem,2
263502,185,Entire home/apt,Williamsburg,0
263776,73,Private room,Sunnyside,3
263888,225,Entire home/apt,Upper West Side,3
264323,85,Private room,Morningside Heights,3
265036,99,Private room,Crown Heights,2
265064,48,Private room,Cypress Hills,2
265145,200,Entire home/apt,Theater District,2
265506,485,Entire home/apt,Upper East Side,2
265831,310,Entire home/apt,Nolita,2
265912,110,Entire home/apt,Williamsburg,0
266146,109,Entire home/apt,Upper West Side,0
266155,167,Entire home/apt,Upper West Side,0
266351,147,Entire home/apt,Fort Greene,0
266437,220,Entire home/apt,Chelsea,2
266449,195,Entire home/apt,Lower East Side,0
266756,199,Entire home/apt,Little Italy,2
267376,65,Private room,Financial District,2
267435,55,Private room,Rego Park,1
267535,50,Private room,Wakefield,1
267652,60,Private room,Kensington,0
267708,99,Private room,East Harlem,2
268392,130,Entire home/apt,Harlem,2
268481,290,Entire home/apt,Williamsburg,2
268868,350,Entire home/apt,Chelsea,2
269283,50,Private room,Crown Heights,2
269889,96,Private room,Long Island City,3
270139,45,Private room,Bushwick,2
270231,85,Private room,Woodside,3
270315,34,Private room,Bedford-Stuyvesant,0
270345,250,Entire home/apt,East Village,2
270680,190,Private room,Williamsburg,0
270681,75,Private room,Williamsburg,0
271083,93,Entire home/apt,Prospect-Lefferts Gardens,3
271128,60,Private room,Bedford-Stuyvesant,2
271130,65,Private room,Bedford-Stuyvesant,2
271694,125,Entire home/apt,Midtown,0
271950,300,Entire home/apt,Upper East Side,2
271954,150,Entire home/apt,Greenwich Village,3
272026,56,Entire home/apt,Washington Heights,0
272044,299,Entire home/apt,East Village,0
272427,60,Private room,Greenpoint,0
272706,88,Entire home/apt,Fort Greene,2
272738,60,Private room,Williamsburg,2
273190,1300,Entire home/apt,West Village,0
273256,200,Private room,East Harlem,2
274062,99,Private room,Harlem,2
274329,110,Entire home/apt,Bushwick,3
274376,135,Entire home/apt,Clinton Hill,0
274743,110,Entire home/apt,Upper East Side,0
275976,165,Entire home/apt,Bedford-Stuyvesant,3
276216,127,Entire home/apt,Sunset Park,0
276317,402,Entire home/apt,Prospect Heights,0
276482,85,Private room,Harlem,3
277207,75,Private room,Greenpoint,0
277370,139,Entire home/apt,East Village,0
277883,70,Entire home/apt,Prospect-Lefferts Gardens,2
278090,50,Private room,East Harlem,3
278145,30,Private room,Astoria,2
278631,250,Entire home/apt,West Village,2
278876,64,Private room,Crown Heights,2
279093,300,Entire home/apt,Harlem,0
279857,800,Entire home/apt,Bedford-Stuyvesant,3
279969,100,Entire home/apt,Bedford-Stuyvesant,2
280315,250,Entire home/apt,Crown Heights,2
281521,200,Entire home/apt,West Village,2
281756,140,Entire home/apt,Greenpoint,2
281851,130,Private room,Harlem,3
282341,90,Entire home/apt,Kensington,0
282443,90,Entire home/apt,Chinatown,3
282514,97,Private room,Bedford-Stuyvesant,2
282863,91,Entire home/apt,Gowanus,0
282977,125,Private room,Park Slope,3
283072,75,Private room,Cypress Hills,1
283090,180,Entire home/apt,East Village,2
283184,300,Entire home/apt,Williamsburg,0
283272,100,Entire home/apt,Williamsburg,2
283550,175,Entire home/apt,Hell's Kitchen,2
284208,65,Private room,South Slope,2
284855,240,Entire home/apt,West Village,3
285442,300,Private room,East Village,2
285492,385,Entire home/apt,Chelsea,0
285716,47,Private room,Bushwick,2
286662,110,Entire home/apt,Crown Heights,3
286838,75,Private room,Harlem,3
287397,100,Entire home/apt,Bedford-Stuyvesant,2
287408,165,Entire home/apt,Hell's Kitchen,2
287417,300,Entire home/apt,Bedford-Stuyvesant,2
287421,140,Entire home/apt,Cobble Hill,3
287481,120,Entire home/apt,Williamsburg,2
287839,175,Entire home/apt,Fort Greene,0
287845,275,Entire home/apt,Carroll Gardens,3
289020,179,Entire home/apt,East Village,2
289037,189,Entire home/apt,Carroll Gardens,2
289288,219,Entire home/apt,East Village,3
289665,450,Entire home/apt,West Village,3
289703,249,Entire home/apt,SoHo,2
289958,65,Private room,Long Island City,0
289995,250,Entire home/apt,Greenpoint,2
290457,139,Entire home/apt,Chinatown,0
291524,209,Entire home/apt,Upper West Side,0
291714,120,Entire home/apt,Crown Heights,0
291812,70,Entire home/apt,Astoria,2
292047,90,Private room,West Village,3
292121,199,Entire home/apt,Hell's Kitchen,0
292266,50,Private room,Bushwick,2
292637,100,Entire home/apt,Crown Heights,2
293004,110,Entire home/apt,Harlem,2
293837,157,Entire home/apt,Williamsburg,2
294227,199,Entire home/apt,Greenpoint,2
294239,192,Entire home/apt,Astoria,2
294242,199,Entire home/apt,Greenpoint,2
294250,150,Entire home/apt,Upper West Side,2
294259,199,Entire home/apt,Greenpoint,2
294263,199,Entire home/apt,Greenpoint,3
294280,199,Entire home/apt,Greenpoint,2
294297,105,Entire home/apt,Williamsburg,2
294353,135,Private room,Williamsburg,0
294490,199,Entire home/apt,Greenpoint,2
294717,125,Private room,Williamsburg,2
295231,60,Private room,Williamsburg,2
295379,85,Entire home/apt,Williamsburg,2
295998,300,Entire home/apt,Upper West Side,2
296345,75,Private room,Williamsburg,3
296361,55,Private room,Elmhurst,1
296658,44,Private room,Crown Heights,2
296717,55,Private room,Bedford-Stuyvesant,2
296844,30,Private room,Williamsburg,2
297611,35,Private room,Fort Greene,2
297962,70,Private room,Williamsburg,0
298073,130,Entire home/apt,Williamsburg,2
298759,52,Private room,Bedford-Stuyvesant,3
298854,75,Private room,Williamsburg,0
299062,190,Private room,Upper East Side,2
299078,250,Entire home/apt,SoHo,3
299531,100,Entire home/apt,East New York,3
299699,130,Entire home/apt,Greenpoint,0
301034,140,Private room,Harlem,0
302057,75,Private room,Flatbush,3
302758,150,Entire home/apt,East Harlem,2
303345,90,Entire home/apt,East Harlem,0
303462,295,Entire home/apt,Upper West Side,0
304799,150,Entire home/apt,Upper West Side,2
305211,180,Entire home/apt,Williamsburg,3
306702,135,Private room,Fort Greene,2
306799,65,Private room,Bushwick,3
309342,99,Private room,Upper West Side,0
310220,149,Private room,Greenpoint,0
310272,59,Private room,Clifton,0
310325,75,Private room,Harlem,0
310338,75,Private room,Harlem,0
310524,75,Private room,Bedford-Stuyvesant,0
310796,109,Entire home/apt,Upper West Side,0
311003,225,Entire home/apt,Crown Heights,0
311343,86,Private room,East Harlem,3
311356,52,Private room,Ridgewood,3
312429,100,Private room,Prospect Heights,2
313890,99,Entire home/apt,Lower East Side,0
314982,89,Private room,East Village,3
316238,135,Entire home/apt,Bedford-Stuyvesant,0
317838,199,Entire home/apt,West Village,0
317905,89,Entire home/apt,Kensington,0
318021,110,Private room,Harlem,0
318187,120,Entire home/apt,Bushwick,0
319724,59,Private room,Williamsburg,3
319798,49,Private room,Bay Ridge,0
319844,79,Private room,Greenpoint,0
320865,135,Entire home/apt,Harlem,0
320876,185,Entire home/apt,South Slope,3
320877,225,Entire home/apt,Williamsburg,2
321014,245,Entire home/apt,Gramercy,2
321136,115,Entire home/apt,Washington Heights,2
322037,325,Entire home/apt,Williamsburg,3
322604,95,Private room,Williamsburg,3
322974,120,Private room,West Village,2
323706,499,Entire home/apt,Upper West Side,0
324115,75,Private room,Williamsburg,3
324517,109,Private room,Upper East Side,0
324800,160,Entire home/apt,Williamsburg,2
325429,219,Entire home/apt,Upper East Side,3
326832,159,Entire home/apt,Upper East Side,2
326956,180,Private room,Clinton Hill,0
327521,150,Entire home/apt,East Village,2
327778,106,Entire home/apt,Kips Bay,0
328040,299,Entire home/apt,Midtown,2
328693,179,Entire home/apt,Upper West Side,3
328744,165,Entire home/apt,Crown Heights,0
329064,500,Entire home/apt,Flatbush,2
329310,250,Entire home/apt,Chinatown,0
329385,87,Private room,Inwood,0
333189,79,Private room,Williamsburg,2
333323,75,Private room,Hell's Kitchen,3
334607,200,Entire home/apt,Williamsburg,2
334781,80,Private room,Harlem,0
335797,115,Entire home/apt,East Flatbush,0
335819,115,Entire home/apt,East Flatbush,0
335820,120,Entire home/apt,East Flatbush,3
336220,125,Private room,Harlem,3
339456,387,Entire home/apt,Upper West Side,2
341525,95,Private room,Hell's Kitchen,2
341982,99,Entire home/apt,Upper West Side,2
342027,121,Entire home/apt,Upper East Side,0
342965,350,Entire home/apt,Hell's Kitchen,0
342995,75,Private room,Harlem,3
343276,95,Private room,Hell's Kitchen,3
343971,89,Private room,Harlem,0
344019,195,Private room,West Village,2
344068,160,Private room,Flatiron District,2
344092,70,Entire home/apt,Sunset Park,2
346248,100,Private room,Greenwich Village,2
346805,140,Entire home/apt,Lower East Side,2
347865,189,Entire home/apt,East Village,3
349841,160,Private room,Williamsburg,2
350168,178,Entire home/apt,Park Slope,0
350525,145,Entire home/apt,Crown Heights,2
351530,125,Entire home/apt,Park Slope,2
351859,265,Entire home/apt,Chelsea,0
352651,77,Private room,Prospect-Lefferts Gardens,0
352864,60,Private room,Upper East Side,2
353317,129,Entire home/apt,Chinatown,3
354095,199,Entire home/apt,East Village,2
355106,92,Private room,Prospect-Lefferts Gardens,0
356230,185,Entire home/apt,Crown Heights,2
357509,110,Entire home/apt,Midtown,0
359982,65,Private room,Williamsburg,2
360400,135,Private room,Midtown,3
361803,115,Shared room,Upper East Side,2
363320,175,Private room,Harlem,2
363673,3000,Private room,Upper West Side,0
364275,72,Private room,Williamsburg,3
364785,80,Private room,Park Slope,2
367042,125,Entire home/apt,Crown Heights,2
367810,120,Private room,Greenpoint,0
369411,94,Private room,Williamsburg,3
369567,56,Private room,Prospect Heights,2
369671,549,Entire home/apt,East Village,0
371138,190,Entire home/apt,Greenpoint,2
373618,129,Private room,Williamsburg,2
374548,85,Entire home/apt,Bedford-Stuyvesant,3
375249,20,Private room,Graniteville,3
377217,145,Entire home/apt,Upper West Side,2
378460,200,Entire home/apt,Hell's Kitchen,0
380416,125,Entire home/apt,Park Slope,0
380730,50,Entire home/apt,Sheepshead Bay,2
382523,160,Private room,Harlem,0
382524,180,Private room,Harlem,0
385190,100,Private room,Inwood,2
385657,70,Private room,Williamsburg,2
385824,120,Entire home/apt,Spuyten Duyvil,1
386555,110,Private room,Stapleton,0
386744,105,Private room,Upper East Side,3
386799,250,Entire home/apt,Midtown,3
387324,74,Private room,Kips Bay,0
387377,165,Entire home/apt,Harlem,2
387666,99,Private room,Washington Heights,0
387735,125,Entire home/apt,Gramercy,3
389482,75,Private room,Briarwood,1
391948,45,Shared room,Ozone Park,1
391955,159,Entire home/apt,Columbia St,3
392948,45,Private room,Williamsburg,0
393016,104,Private room,Hell's Kitchen,3
393094,225,Entire home/apt,Financial District,0
393682,100,Private room,Nolita,0
394026,90,Private room,Greenpoint,2
394111,75,Private room,Briarwood,1
394235,350,Entire home/apt,Flatiron District,2
396636,135,Entire home/apt,Harlem,0
397034,125,Private room,Upper West Side,0
397297,225,Entire home/apt,East Village,2
397420,85,Private room,Harlem,0
398281,200,Entire home/apt,Upper East Side,0
398283,250,Entire home/apt,South Slope,2
399946,90,Private room,Lower East Side,0
400039,130,Entire home/apt,Bushwick,2
400466,90,Entire home/apt,Prospect-Lefferts Gardens,2
401579,298,Entire home/apt,Carroll Gardens,3
401836,300,Entire home/apt,Upper East Side,2
402037,125,Private room,Harlem,0
403056,125,Private room,East Harlem,0
403264,145,Private room,Midtown,3
403668,147,Entire home/apt,East Village,2
404502,123,Private room,Williamsburg,3
404923,88,Entire home/apt,Windsor Terrace,3
405025,215,Entire home/apt,Long Island City,0
405408,225,Entire home/apt,SoHo,3
406926,269,Entire home/apt,Nolita,0
406992,145,Entire home/apt,Williamsburg,0
407469,75,Private room,Bushwick,3
408491,145,Entire home/apt,Greenwich Village,2
408983,229,Entire home/apt,Prospect-Lefferts Gardens,3
409262,300,Entire home/apt,Boerum Hill,0
409293,100,Private room,East Harlem,0
409666,75,Entire home/apt,Brighton Beach,2
411336,225,Entire home/apt,Nolita,3
411525,120,Private room,Williamsburg,2
411918,160,Entire home/apt,Crown Heights,3
412061,125,Entire home/apt,Crown Heights,0
412180,95,Entire home/apt,Bedford-Stuyvesant,2
413504,119,Private room,Williamsburg,3
413775,275,Entire home/apt,Midtown,0
413876,160,Entire home/apt,Financial District,0
414801,500,Entire home/apt,Clinton Hill,0
415304,175,Entire home/apt,East Village,2
416557,87,Entire home/apt,Greenpoint,0
417685,160,Entire home/apt,Park Slope,3
418291,125,Private room,East Village,0
419373,90,Entire home/apt,Bedford-Stuyvesant,3
419792,200,Entire home/apt,Lower East Side,2
421554,250,Entire home/apt,Bedford-Stuyvesant,2
422040,99,Private room,Upper West Side,0
424192,325,Entire home/apt,Hell's Kitchen,0
424667,99,Private room,Hell's Kitchen,3
424767,325,Entire home/apt,Midtown,3
424889,129,Entire home/apt,West Village,2
424930,130,Entire home/apt,Crown Heights,0
425784,190,Entire home/apt,Vinegar Hill,2
428226,55,Private room,Crown Heights,2
430427,60,Private room,Washington Heights,2
430665,250,Entire home/apt,Upper West Side,2
431865,275,Entire home/apt,Washington Heights,0
432090,50,Private room,Long Island City,0
433218,125,Entire home/apt,Prospect Heights,2
433414,150,Entire home/apt,Clinton Hill,3
433914,70,Entire home/apt,East New York,1
434792,138,Entire home/apt,Gowanus,3
435774,265,Entire home/apt,Financial District,2
435776,145,Private room,Upper East Side,0
435909,151,Entire home/apt,West Village,0
435946,208,Entire home/apt,Financial District,3
436510,200,Entire home/apt,Williamsburg,0
436619,110,Private room,East Village,2
436824,58,Private room,Harlem,0
436916,55,Private room,Harlem,2
437352,105,Entire home/apt,Park Slope,0
437906,350,Entire home/apt,East Village,2
438513,150,Entire home/apt,Prospect-Lefferts Gardens,3
439750,55,Private room,Williamsburg,0
439870,299,Entire home/apt,Park Slope,0
442636,77,Entire home/apt,Ridgewood,3
442649,125,Entire home/apt,Chelsea,2
443646,395,Entire home/apt,Upper West Side,2
444171,189,Entire home/apt,Bedford-Stuyvesant,0
444430,49,Private room,Mott Haven,0
446367,90,Entire home/apt,Upper West Side,0
447766,100,Private room,Kips Bay,2
447840,299,Entire home/apt,Williamsburg,2
448048,75,Private room,Jackson Heights,1
448049,69,Private room,Jackson Heights,0
449034,90,Private room,Williamsburg,3
449130,94,Private room,Harlem,3
449660,80,Private room,Windsor Terrace,3
449680,100,Entire home/apt,Longwood,3
450009,39,Private room,Canarsie,1
450577,250,Entire home/apt,Upper West Side,0
450578,55,Private room,Sunset Park,0
450905,110,Private room,Park Slope,2
452068,200,Entire home/apt,Kensington,2
452541,142,Entire home/apt,Windsor Terrace,3
453094,70,Private room,Clinton Hill,3
453161,260,Entire home/apt,Greenpoint,2
453255,225,Entire home/apt,Lower East Side,0
453317,59,Private room,Bedford-Stuyvesant,2
454334,65,Private room,Harlem,2
454763,99,Entire home/apt,Inwood,0
454929,239,Entire home/apt,East Village,2
455734,50,Entire home/apt,Inwood,3
455801,65,Private room,Harlem,3
456110,139,Entire home/apt,Chelsea,2
456190,174,Entire home/apt,West Village,3
456457,315,Entire home/apt,West Village,2
456526,75,Private room,Harlem,2
457829,210,Entire home/apt,East Village,3
458154,55,Private room,Williamsburg,3
458377,229,Entire home/apt,Williamsburg,0
459066,150,Entire home/apt,Upper East Side,2
460036,129,Entire home/apt,Kips Bay,0
460999,100,Entire home/apt,Harlem,2
461050,200,Entire home/apt,Williamsburg,2
462454,89,Private room,Lower East Side,2
463107,250,Entire home/apt,Crown Heights,0
464231,65,Private room,Bedford-Stuyvesant,2
465277,68,Entire home/apt,Crown Heights,2
466277,235,Entire home/apt,Williamsburg,3
466457,100,Entire home/apt,Bedford-Stuyvesant,3
467569,311,Entire home/apt,Lower East Side,2
467634,39,Shared room,Jamaica,3
489018,185,Entire home/apt,East Village,2
500886,85,Private room,Bedford-Stuyvesant,3
545261,200,Private room,Clinton Hill,0
588677,250,Entire home/apt,Williamsburg,0
610118,275,Entire home/apt,Bushwick,0
676257,65,Private room,Kips Bay,0
704838,120,Entire home/apt,Woodside,0
744228,150,Entire home/apt,Harlem,2
798429,115,Entire home/apt,Harlem,3
802677,173,Entire home/apt,Upper West Side,2
907966,50,Private room,Greenpoint,0
984721,65,Entire home/apt,Bay Ridge,0
1051575,95,Private room,Harlem,0
1190223,119,Entire home/apt,Astoria,2
1284776,250,Entire home/apt,Carroll Gardens,2
1292428,119,Private room,Chelsea,3
1403870,200,Entire home/apt,SoHo,2
1524302,149,Entire home/apt,Greenpoint,0
1654929,95,Entire home/apt,Flatbush,3
1688914,110,Entire home/apt,Harlem,3
1728625,160,Entire home/apt,Greenpoint,2
1794250,65,Private room,Williamsburg,2
1954653,195,Entire home/apt,Kips Bay,2
